kanji,frame,key word,components,on_reading,kun_reading,stroke_count,jlpt
縫,1685,sew,thread; spiderman; tryst; Segway; Macbeth; walking legs; bushes; road,ホウ,ぬ.う,16,N1
拝,1686,worship,finger; fingers; one; ceiling; bushes,ハイ,おが.む; おろが.む,8,N2
寿,1687,longevity,bushes; glue,ジュ; ス; シュウ,ことぶき; ことぶ.く; ことほ.ぐ,7
鋳,1688,casting,metal; gold; longevity; bushes; glue,チュウ; イ; シュ; シュウ,い.る,15,N1
籍,1689,enroll,bamboo; christmas tree; wood; once upon a time; storyteller,セキ,,20,N2
春,1690,springtime,bonsai; sun; day,シュン,はる,9,N4
椿,1691,camellia,tree; wood; springtime; bonsai; sun; day,チン; チュン,つばき,13,N1
泰,1692,peaceful,bonsai; grains of rice,タイ,,10,N1
奏,1693,play music,bonsai; heavens,ソウ,かな.でる,9,N1
実,1694,reality,house; bonsai,ジツ; シツ,み; みの.る; まこと; まことに; みの; みち.る,8,N3
奉,1695,dedicate,observance; bonsai; cornstalk,ホウ; ブ,たてまつ.る; まつ.る; ほう.ずる,8,N1
俸,1696,stipend,person; observance; dedicate; bonsai; cornstalk,ホウ,,10,N1
棒,1697,rod,tree; wood; observance; dedicate; bonsai; cornstalk,ボウ,,12,N2
謹,1698,discreet,say; words; keitai; mouth; cabbage; flowers; mouth; grow up,キン,つつし.む,17,N1
僅,1699,trifle,person; cabbage; flowers; mouth; grow up,キン; ゴン,わずか,12
勤,1700,diligence,cabbage; flowers; mouth; grow up; power; muscle; arnold,キン; ゴン,つと.める; -づと.め; つと.まる; いそ.しむ,12,N3
漢,1701,Sino-,sino; water; water droplets; water pistol; scarecrow; flowers; mouth; husband,カン,,13,N4
嘆,1702,sigh,mouth; scarecrow; flowers; mouth; husband,タン,なげ.く; なげ.かわしい,13,N1
難,1703,difficult,scarecrow; flowers; mouth; husband; turkey,ナン,かた.い; -がた.い; むずか.しい; むづか.しい; むつか.しい; -にく.い,18,N3
華,1704,splendor,flowers; silage; ten; needle,カ; ケ,はな,10,N1
垂,1705,droop,drop; silage; walking cane; stick; one; floor,スイ,た.れる; た.らす; た.れ; -た.れ; なんなんと.す,8,N1
唾,1706,saliva,mouth; droop; drop; silage; one; floor,ダ; タ,つば; つばき,11
睡,1707,drowsy,eye; droop; drop; silage; walking cane; stick; one; floor,スイ,,13,N1
錘,1708,spindle,metal; gold; droop; drop; silage; walking cane; stick; one; floor,スイ,つむ; おもり,16,N1
乗,1709,ride,wheat; cereal; silage,ジョウ; ショウ,の.る; -の.り; の.せる,9,N3
剰,1710,surplus,ride; wheat; cereal; silage; sword; sabre; saber,ジョウ,あまつさえ; あま.り; あま.る,11,N1
今,1711,now,meeting; umbrella; one,コン; キン,いま,4,N5
含,1712,include,now; clock; mouth,ガン,ふく.む; ふく.める,7,N2
貪,1713,covet,,タン; トン,むさぼ.る,11
吟,1714,versify,mouth; now; clock,ギン,,7,N1
念,1715,wish,now; clock; heart,ネン,,8,N3
捻,1716,wrench,finger; fingers; wish; wishbone; now; clock; heart,ネン; ジョウ,ね.じる; ねじ.る; ひね.くる; ひね.る,11
琴,1717,harp,king; jewel; ball; now; clock,キン,こと,12,N1
陰,1718,shade,pinnacle; parthenon; acropolis; now; clock; rising cloud; two; elbow; wall,イン,かげ; かげ.る,11,N1
予,1719,beforehand,halberd with stroke missing,ヨ; シャ,あらかじ.め,4,N3
序,1720,preface,cave; beforehand,ジョ,つい.で; ついで,7,N1
預,1721,deposit,beforehand; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ヨ,あず.ける; あず.かる,13,N2
野,1722,plains,computer; beforehand,ヤ; ショ,の; の-,11,N4
兼,1723,concurrently,animal horns; rake; stick,ケン,か.ねる; -か.ねる,10,N1
嫌,1724,dislike,woman; concurrently; animal horns; rake,ケン; ゲン,きら.う; きら.い; いや,13,N1
鎌,1725,sickle,metal; gold; concurrently; animal horns; rake,レン; ケン,かま,18,N1
謙,1726,self-effacing,say; words; keitai; mouth; concurrently; animal horns; rake,ケン,,17,N1
廉,1727,bargain,cave; concurrently; animal horns; rake,レン,,13,N1
西,1728,west,one; four,セイ; サイ; ス,にし,6,N5
価,1729,value,person; old west,カ; ケ,あたい,8,N1
要,1730,need,old west; woman,ヨウ,い.る,9,N3
腰,1731,loins,moon; month; flesh; part of the body; need; old west; woman,ヨウ,こし,13,N2
票,1732,ballot,old west; altar; show; two; small,ヒョウ,,11,N1
漂,1733,drift,water; water droplets; water pistol; ballot; old west; altar; show; two; small,ヒョウ,ただよ.う,14,N1
標,1734,signpost,tree; wood; ballot; old west; altar; show; two; small,ヒョウ,しるべ; しるし,15,N1
栗,1735,chestnut,old west; tree; wood,リツ; リ,くり; おののく,10,N1
慄,1736,shudder,,リツ,おそ.れる; おのの.く; ふる.える,13
遷,1737,transition,old west; large; St. Bernard; snake; self; road,セン,うつ.る; うつ.す; みやこがえ,15,N1
覆,1738,capsize,old west; restore; Nelson; column; going; line; fold back; double back; reclining; lying down; sun; day; walking legs,フク,おお.う; くつがえ.す; くつがえ.る,18,N1
煙,1739,smoke,hearth fire; old west; soil; dirt; ground,エン,けむ.る; けむり; けむ.い,13,N3
南,1740,south,ten; needle; belt; happiness; ten; needle; stand up; vase,ナン; ナ,みなみ,9,N5
楠,1741,camphor tree,tree; wood; south; ten; needle; belt; happiness; ten; needle; stand up; vase,ナン; ダン; ゼン; ネン,くす; くすのき,13,N1
献,1742,offering,south; ten; needle; belt; happiness; ten; needle; stand up; vase; chihuahua; dog; large; drop,ケン; コン,たてまつ.る,13,N1
門,1743,gates,,モン,かど; と,8,N2
問,1744,question,gates; mouth,モン,と.う; と.い; とん,11,N4
閲,1745,review,gates; devil; horns; elder brother; teenager; mouth; human legs,エツ,けみ.する,15,N1
閥,1746,clique,gates; fell; person; fiesta,バツ,,14,N1
間,1747,interval,gates; sun; day,カン; ケン,あいだ; ま; あい,12,N5
闇,1748,pitch dark,gates; sound; vase; stand up; sun; day,アン; オン,やみ; くら.い,17
簡,1749,simplicity,bamboo; interval; gates; sun; day,カン,,18,N2
開,1750,open,gates; two hands,カイ,ひら.く; ひら.き; -びら.き; ひら.ける; あ.く; あ.ける,12,N4
閉,1751,closed,gates; genie,ヘイ,と.じる; と.ざす; し.める; し.まる; た.てる,11,N3
閣,1752,tower,gates; each; walking legs; mouth,カク,,14,N1
閑,1753,leisure,gates; tree; wood,カン,,12,N1
聞,1754,hear,gates; ear,ブン; モン,き.く; き.こえる,14,N5
潤,1755,wet,water; water droplets; water pistol; intercalate; gates; king; jewel; ball,ジュン,うるお.う; うるお.す; うる.む,15,N1
欄,1756,column,tree; wood; gates; east; tree; wood; sun; day,ラン,てすり,20,N1
闘,1757,fight,gates; beans; table; one; mouth; glue,トウ,たたか.う; あらそ.う,18,N1
倉,1758,godown,meeting; single gate; umbrella; stable door; mouth,ソウ,くら,10,N1
創,1759,genesis,godown; meeting; single gate; umbrella; stable door; mouth; sword; sabre; saber,ソウ; ショウ,つく.る; はじ.める; きず; けず.しける,12,N1
非,1760,un-,jail cell; prison bars,ヒ,あら.ず,8,N3
俳,1761,haiku,person; un-; jail cell; prison bars,ハイ,,10,N1
排,1762,repudiate,finger; fingers; un-; jail cell; prison bars,ハイ,,11,N1
悲,1763,sad,un-; jail cell; prison bars; heart,ヒ,かな.しい; かな.しむ,12,N3
罪,1764,guilt,eye; cross-eyed; net; un-; jail cell; prison bars,ザイ,つみ,13,N3
輩,1765,comrade,un-; jail cell; prison bars; car,ハイ,ともがら; -ばら; やかい; やから,15,N1
扉,1766,front door,door; one; ceiling; flag; un-; jail cell; prison bars,ヒ,とびら,12,N1
侯,1767,marquis,person; key; dart; drop; heavens,コウ,,9,N1
喉,1768,throat,mouth; marquis; person; key; dart; drop; heavens,コウ,のど,12
候,1769,climate,marquis; person; stick; fred astaire; key; dart; drop; heavens,コウ,そうろう,10,N3
決,1770,decide,water; water droplets; water pistol; guillotine; key; St. Bernard,ケツ,き.める; -ぎ.め; き.まる; さ.く,7,N3
快,1771,cheerful,Freud; state of mind; guillotine; key; St. Bernard,カイ,こころよ.い,7,N2
偉,1772,admirable,person; locket; stick; key; mouth; monocle; sunglasses with one lens missing,イ,えら.い,12,N3
違,1773,difference,locket; stick; key; mouth; monocle; sunglasses with one lens missing; road,イ,ちが.う; ちが.い; ちが.える; -ちが.える; たが.う; たが.える,13,N3
緯,1774,horizontal,thread; spiderman; locket; stick; key; mouth; monocle; sunglasses with one lens missing,イ,よこいと; ぬき,16,N1
衛,1775,defense,defence; boulevard; going; locket; stick; key; mouth; monocle; sunglasses with one lens missing,エイ; エ,,16,N1
韓,1776,Korea,korea; mist; ten; needle; early; sun; day; locket; stick; key; mouth; monocle; sunglasses with one lens missing,カン,から; いげた,18
干,1777,dry,clothesline,カン,ほ.す; ほ.し-; -ぼ.し; ひ.る,3,N2
肝,1778,liver,moon; month; flesh; part of the body; dry; clothesline,カン,きも,7,N1
刊,1779,publish,dry; clothesline; sword; sabre; saber,カン,,5,N2
汗,1780,sweat,water; water droplets; water pistol; dry; clothesline,カン,あせ,6,N2
軒,1781,flats,car; dry; clothesline,ケン,のき,10,N2
岸,1782,beach,mountain; cliff; dry; clothesline,ガン,きし,8,N2
幹,1783,tree trunk,mist; ten; needle; early; sun; day; umbrella; dry; clothesline,カン,みき,13,N1
芋,1784,potato,flowers,ウ,いも,6,N1
宇,1785,eaves,house; potato,ウ,,6,N2
余,1786,too much,umbrella; potato; small,ヨ,あま.る; あま.り; あま.す; あんま.り,7,N3
除,1787,exclude,pinnacle; parthenon; acropolis; scales; too much; umbrella; potato; small,ジョ; ジ,のぞ.く; -よ.け,10,N3
徐,1788,gradually,Nelson; column; going; line; scales; too much; umbrella; potato; small,ジョ,おもむ.ろに,10,N1
叙,1789,confer,scales; too much; umbrella; potato; small; crotch,ジョ,つい.ず; ついで,9,N1
途,1790,route,scales; too much; umbrella; potato; small; road,ト,みち,10,N3
斜,1791,diagonal,scales; too much; umbrella; potato; small; mmeasuring cup; big dipper; The Plough; drop; ten; needle,シャ,なな.め; はす,11,N1
塗,1792,paint,water; water droplets; water pistol; scales; too much; umbrella; potato; small; soil; dirt; ground,ト,ぬ.る; ぬ.り; まみ.れる,13,N2
束,1793,bundle,Chaplin; tree; wood; mouth,ソク,たば; たば.ねる; つか; つか.ねる,7,N3
頼,1794,trust,bundle; Chaplin; tree; wood; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ライ,たの.む; たの.もしい; たよ.る,16,N3
瀬,1795,rapids,water; water droplets; water pistol; trust; bundle; Chaplin; tree; wood; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ライ,せ,19,N1
勅,1796,imperial order,bundle; Chaplin; tree; wood; mouth; power; muscle; arnold,チョク,いまし.める; みことのり,9,N1
疎,1797,alienate,zoo; critters; stop; footprint; bundle; Chaplin; tree; wood; mouth,ソ; ショ,うと.い; うと.む; まば.ら,12,N1
辣,1798,bitter,,ラツ,から.い,14
速,1799,quick,bundle; Chaplin; tree; wood; mouth; road,ソク,はや.い; はや-; はや.める; すみ.やか,10,N3
整,1800,organize,organise; bundle; Chaplin; tree; wood; mouth; taskmaster; correct; one; ceiling; stop; footprint,セイ,ととの.える; ととの.う,16,N1
剣,1801,saber,sabre; awl; fit; meeting; umbrella; mouth; person; sword; sabre,ケン,つるぎ,10,N1
険,1802,precipitous,pinnacle; parthenon; acropolis; awl; fit; meeting; umbrella; mouth; person,ケン,けわ.しい,11,N3
検,1803,examination,tree; wood; awl; fit; meeting; umbrella; mouth; person,ケン,しら.べる,12,N1
倹,1804,frugal,person; awl; fit; meeting; umbrella; mouth; person,ケン,つま.しい; つづまやか,10,N1
重,1805,heavy,thousand; computer; rice field; brains; soil; dirt; ground,ジュウ; チョウ,え; おも.い; おも.り; おも.なう; かさ.ねる; かさ.なる; おも,9,N4
動,1806,move,heavy; thousand; ri; computer; power; muscle; arnold,ドウ,うご.く; うご.かす,11,N4
腫,1807,tumor,tumour; moon; month; flesh; part of the body; heavy; thousand; ri; computer,シュ; ショウ,は.れる; は.れ; は.らす; く.む; はれもの,13
勲,1808,meritorious deed,move; heavy; thousand; ri; computer; power; muscle; arnold; oven-fire; barbecue,クン,いさお,15,N1
働,1809,work,person; move; heavy; thousand; ri; computer; power; muscle; arnold,ドウ; リュク; リキ; ロク; リョク,はたら.く,13,N3
種,1810,species,wheat; cereal; heavy; thousand; ri; computer,シュ,たね; -ぐさ,14,N3
衝,1811,collide,boulevard; going; heavy; thousand; ri; computer,ショウ,つ.く,15,N1
薫,1812,fragrant,flowers; heavy; thousand; ri; computer; oven-fire; barbecue,クン,かお.る,16,N1
病,1813,ill,sickness; hospital; third class; one; ceiling; inside,ビョウ; ヘイ,や.む; -や.み; やまい,10,N4
痴,1814,stupid,sickness; hospital; know; dart; drop; heavens; mouth,チ,し.れる; おろか,13,N1
痘,1815,pox,sickness; hospital; beans; table; one; mouth,トウ,,12,N1
症,1816,symptoms,sickness; hospital; correct; one; ceiling; stop; footprint,ショウ,,10,N1
瘍,1817,carbuncle,,ヨウ,かさ,14
痩,1818,lose weight,sickness; hospital; Buddha’s hand; monkey; sun; day; stick; crotch,ソウ; チュウ; シュウ; シュ,や.せる,12
疾,1819,rapidly,sickness; hospital; dart; drop; heavens,シツ,はや.い,10,N1
嫉,1820,envy,woman; rapidly; sickness; hospital; dart; drop; heavens,シツ,そね.む; ねた.む; にく.む,13
痢,1821,diarrhea,sickness; hospital; profit; wheat; cereal; sword; sabre; saber,リ,,12,N1
痕,1822,scar,sickness; hospital; silver,コン,あと,11
疲,1823,tired,exhausted; sickness; hospital; pelt; branch; ten; needle; crotch; hook,ヒ,つか.れる; -づか.れ; つか.らす,10,N3
疫,1824,epidemic,sickness; hospital; cruise missile; missile; wind; crotch,エキ; ヤク,,9,N1
痛,1825,pain,sickness; hospital; pogo stick; chop-seal; hanko; utilise; utilize,ツウ,いた.い; いた.む; いた.ましい; いた.める,12,N3
癖,1826,mannerism,sickness; hospital; ketchup; flag; mouth; spicy; stand up; vase; ten; needle,ヘキ,くせ; くせ.に,18,N1
匿,1827,hide,box; young; flowers; right; by one’s side; mouth,トク,かくま.う,10,N1
匠,1828,artisan,box; axe,ショウ,たくみ,6,N1
医,1829,doctor,box; dart; drop; heavens,イ,い.やす; い.する; くすし,7,N4
匹,1830,equal,box; human legs,ヒツ,ひき,4,N2
区,1831,ward,box; sheaf,ク; オウ; コウ,,4,N2
枢,1832,hinge,tree; wood; ward; box; sheaf,スウ; シュ,とぼそ; からくり,8,N1
殴,1833,assault,ward; box; sheaf; missile; cruise missile; wind; crotch,オウ,なぐ.る,8,N1
欧,1834,Europe,europe; ward; box; sheaf; lack; yawn,オウ,うた.う; は.く,8,N2
抑,1835,repress,finger; fingers; stamp album; box; stamps,ヨク,おさ.える,7,N1
仰,1836,faceup,face up; person; stamp album; box; stamps,ギョウ; コウ,あお.ぐ; おお.せ; お.っしゃる; おっしゃ.る,6,N1
迎,1837,welcome,stamp album; box; stamps; road,ゲイ,むか.える,7,N3
登,1838,ascend,teepee; wigwam; beans; table; one; mouth,トウ; ト; ドウ; ショウ; チョウ,のぼ.る; あ.がる,12,N3
澄,1839,lucidity,water; water droplets; water pistol; ascend; teepee; wigwam; beans; table; one; mouth,チョウ,す.む; す.ます; -す.ます,15,N1
発,1840,discharge,teepee; wigwam; two; human legs,ハツ; ホツ,た.つ; あば.く; おこ.る; つか.わす; はな.つ,9,N4
廃,1841,abolish,cave; dicharge; teepee; wigwam; two; human legs,ハイ,すた.れる; すた.る,12,N1
僚,1842,colleague,person; pup tent; large; St. Bernard; sun; day; small; little,リョウ,,14,N1
瞭,1843,obvious,eye; pup tent; large; St. Bernard; sun; day; small; little,リョウ,あきらか,17,N1
寮,1844,dormitory,house; pup tent; large; St. Bernard; sun; day; small; little,リョウ,,15,N1
療,1845,heal,sickness; hospital; pup tent; large; St. Bernard; sun; day; small; little,リョウ,,17,N2
彫,1846,carve,circumference; running track; glass hood; earthenware jar; lidded crock; soil; dirt; ground; mouth; shape,チョウ,ほ.る; -ぼ.り,11,N1
形,1847,shape,two hands,ケイ; ギョウ,かた; -がた; かたち; なり,7,N3
影,1848,shadow,scenery; sun; day; capital; tall; top hat; mouth; small; little; shape,エイ,かげ,15,N1
杉,1849,cedar,tree; wood; shape,サン,すぎ,7,N1
彩,1850,coloring,claw; vulture; grab; tree; wood; shape,サイ,いろど.る,11,N1
彰,1851,patent,badge; vase; stand up; sunflower; early; sun; day; ten; needle; shape,ショウ,,14,N1
彦,1852,lad,vase; stand up; cliff; shape,ゲン,ひこ,9,N1
顔,1853,face,lad; vase; stand up; cliff; shape; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ガン,かお,18,N3
須,1854,ought,shape; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ス; シュ,すべから.く; すべし; ひげ; まつ; もち.いる; もと.める,12,N1
膨,1855,swell,moon; month; flesh; part of the body; drum; samurai; beans; table; one; mouth; shape,ボウ,ふく.らむ; ふく.れる,16,N1
参,1856,visit,nonplussed; elbow; large; St. Bernard; shape,サン; シン,まい.る; まい-; まじわる; みつ,8,N3
惨,1857,wretched,Freud; state of mind; nonplussed; visit; elbow; large; St. Bernard; shape,サン; ザン,みじ.め; いた.む; むご.い,11,N1
修,1858,discipline,person; stick; fred astaire; taskmaster; shape,シュウ; シュ,おさ.める; おさ.まる,10,N1
珍,1859,rare,king; jewel; ball; parasol; umbrella; shape,チン,めずら.しい; たから,9,N2
